user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,hashtags,source,is_retweet
CBC News Edits,,,3/25/2022 18:41,158,14,12,FALSE,1/10/2023 18:01,,CBCedit,FALSE
"B N Sullivan, PhD","Colorado, USA","Useful health, medical, and behavioral science news curated from reliable sources. Note: Focusing on #COVID19 for the duration of the pandemic. #LongCovid #FBLC",4/25/2009 5:37,2500,1874,4509,FALSE,1/10/2023 17:58,,Twitter Web App,FALSE
Khaleej Times,United Arab Emirates,"The official Twitter feed of Khaleej Times, the UAE's first and leading English daily
https://t.co/bKx3o3oPhX",1/11/2009 7:56,969651,1236,30,TRUE,1/10/2023 17:34,,Twitter Web App,FALSE
Tony MacIntyre 🎙🎧😷,"Halifax, NS Canada","Cape Bretoner, residing in  Halifax, NS since '85. Coffee Achiever. Former media personality. But that was years ago. Here we are now.",3/31/2009 18:06,1059,1247,17654,FALSE,1/10/2023 17:31,,Twitter for Android,FALSE
CBC News Edits,,,3/25/2022 18:41,158,14,12,FALSE,1/10/2023 17:26,,CBCedit,FALSE
Kings County REMO #KingsREMO,"Wolfville, Nova Scotia","We are all responsible for Emergency Preparedness. By failing to prepare, you are preparing to fail -- Benjamin Franklin (Account is not monitored 24/7)",1/23/2015 20:45,826,17,791,FALSE,1/10/2023 17:16,,Twitter Web App,FALSE
NRTA: AARP Educators,"Washington, D.C.",NRTA:  AARP's Retired Educator Community,1/21/2013 0:27,676,727,2031,FALSE,1/10/2023 16:52,,Hootsuite Inc.,FALSE
Hakim Djaballah 🇺🇦 🕊️,"New York, New York",Science Aficionado | Global Executive | Former CEO @PasteurKorea | Pragmatic about Future of Science | 🐕 Lover | Hoping for the World to Heal...,9/11/2009 12:04,743,135,6803,FALSE,1/10/2023 16:45,,Twitter Web App,FALSE
Marc Mendelson,University of Cape Town,"Professor and Head of Infectious Diseases & HIV Medicine, Groote Schuur Hospital, University of Cape. Views are my own. RTs aren't endorsements",10/7/2013 13:17,10902,506,3784,FALSE,1/10/2023 16:24,,Twitter for iPhone,FALSE
Amazulu fc 4-0 Iwisa Kaizer Chiefs ✌️✌️😛,"Boyne City, Moutainview ","I'm no politician, just the opposite. But i take exception when politicians openly start taking the people for a ride. Then it makes me see red.",5/21/2021 5:50,6030,4719,11271,FALSE,1/10/2023 16:06,,Twitter for Android,FALSE
AHVAP,"Atlanta, GA",The Association of Healthcare Value Analysis Professionals provides Value Analysis Professionals information on evaluating healthcare effectiveness.,3/29/2015 22:43,345,422,905,FALSE,1/10/2023 16:01,,Hootsuite Inc.,FALSE
Connecticut Public,Connecticut,"We are WNPR + CPTV. Connecticut’s public media source for news, information and ideas. 🍽 Check out our new home (plate?) for food content: https://t.co/G43jF0o50X",3/6/2009 17:33,31626,2228,6285,TRUE,1/10/2023 16:00,,SocialFlow,FALSE
Pharmacy Practice News,New York,"Pharmacy Practice News is the No. 1-rated independent monthly newspaper providing hard-hitting, timely content to 38,000 U.S.-based health-system pharmacists.",3/24/2011 15:47,6753,1097,1431,FALSE,1/10/2023 15:29,['Evusheld'],Hootsuite Inc.,FALSE
Hina Binti,Malaysia,"Ces't la vie 🍃
Perenang 🏊 ♀️ 
Penganalisis data digital/Pejuang Disinfo dalam kepelbagaian, teknologi, media & politik",1/25/2021 9:04,1208,724,1079,FALSE,1/10/2023 15:27,,Twitter Web App,FALSE
the10thman,"Johannesburg, South Africa","“Are you stabbing me, kings of the earth? You will come to an end through killing one another.”",11/22/2012 17:10,3077,3105,8423,FALSE,1/10/2023 14:21,,Twitter for Android,FALSE
News24,South Africa,South Africa's premier online news resource. Follow @TeamNews24 for all the action from our journalists 🇿🇦 SA's most trusted news source - Reuters Institute,5/8/2008 7:45,5225748,726,1232,TRUE,1/10/2023 14:03,,Hootsuite Inc.,FALSE
KGUN 9 On Your Side,"Tucson, AZ","KGUN 9 is Southern Arizona's station for breaking news, weather and sports. We are On Your Side. Email news tips to news@kgun9.com or call 520-290-7726.",2/6/2009 0:26,69891,566,1882,TRUE,1/10/2023 14:02,,SocialNewsDesk,FALSE
Daily Maverick,South Africa,"The need to Defend Truth has never been greater. Support free, fair, fearless reporting. Become a Maverick Insider: https://t.co/ifFGQCBOOD",9/4/2009 17:58,552746,1907,192,TRUE,1/10/2023 13:51,,Echobox,FALSE
SA Breaking News,South Africa,All the latest breaking news from across South Africa in one stream. info@sabreakingnews.co.za,4/24/2009 12:09,940350,3311,3248,FALSE,1/10/2023 13:42,,dlvr.it,FALSE
Coronavirus Outbreak,,"#monkeypox #Coronavirus #omicron  #COVID19  #Quaratine  
order advertising https://t.co/USNZV3cz7f…
RSS. https://t.co/RLiMBdWtQI",1/29/2018 20:38,16080,15633,8340,FALSE,1/10/2023 11:59,,TweetDeck,FALSE
topmedicalmagazine,Philippines,Live. Healthy. Today,11/10/2022 8:09,0,1,0,FALSE,1/10/2023 10:04,,Heropost,FALSE
BFM News,Kuala Lumpur,"News on BFM 89.9 📻 | Listen to LIVE Coverage On-Air from 6.30am to 8pm, Monday-Friday. 🎙🎧 | Streaming, Podcasts & Videos in the link below ▶⏯ 🗨",5/11/2011 7:33,155989,333,537,FALSE,1/10/2023 10:00,,Twitter for Android,FALSE
The Jamaican Rabbit Strikes Back,somewhere in the Astral Plane.,The triumphal return of the Jamaican Rabbit with new Superpowers!! I can now fold space and travel without moving!,9/28/2019 2:41,7670,484,1,FALSE,1/10/2023 9:47,"['COVID19', 'coronavirus', 'CoronavirusOutbreak']",Twitter for Android,FALSE
WPMT FOX43,"York, PA",#ExpectMore from @FOX43 News | @FOX43Weather @FOX43Sports | 📧 news@fox43.com | 📲 717-843-0043 | Facebook: https://t.co/MVxKxbeQcd,10/19/2007 15:44,83627,1184,61611,TRUE,1/10/2023 9:32,,SocialNewsDesk,FALSE
The Conversation Africa,"Johannesburg, South Africa",The world's leading publisher of research-based news and analysis. A unique collaboration between academics and journalists. Free to read and republish.,12/16/2014 23:27,38622,1392,3203,TRUE,1/10/2023 9:31,,Echobox,FALSE
Rick Crawford,Manchester,Mathematician. Of sorts.,4/13/2010 20:29,364,488,43868,FALSE,1/10/2023 9:29,,Twitter Web App,FALSE
pdjmoo,USA and Global,"🌿 ONE PLANET, ONE HUMANITY, ONE #ENVIRONMENT 🌿    Without Nature We Do Not Exist 🌿 Her Health, IS Our Health 🌿 #Climate #Biodiversity #Ecosystems #Nature",3/9/2009 19:21,5519,4268,65175,FALSE,1/10/2023 8:44,"['COVID19', 'XBB']",Twitter for iPhone,FALSE
Akhbar Al Yawm,Dekwaneh,"Founded in 1979 AKHBAR ALYAWM is a dedicated lebanese news agency that covers news, politics, economics and sports in an objective and independent approach.",6/18/2011 8:00,5712,1842,123,FALSE,1/10/2023 8:18,"['AkhbarAlYawm', 'أخبار_اليوم']",Akhbaralyawm.com Post,FALSE
Moon Yae,"Nanjing, China","A mom of two, a travel blogger.",11/10/2020 5:44,4,16,0,FALSE,1/10/2023 7:17,,Twitter Web App,FALSE
Big Red Ruckus,,"Follower, and occasional participant, of many things at Cornell University",4/15/2018 14:14,1856,1708,76122,FALSE,1/10/2023 6:21,,Twitter Web App,FALSE
FOX 13 Tampa Bay,"Tampa, FL","Bringing you the important stuff, like breaking news & weather alerts. But also plenty of fun stories, like sports updates and all those #WeLiveHere tales.",8/6/2008 15:12,376419,4624,3235,TRUE,1/10/2023 5:00,,True Anthem,FALSE
Lucy,,"No DMs  please I won't respond
Do not add my name to any LIST",2/7/2019 20:33,886,1479,91451,FALSE,1/10/2023 4:43,,Twitter for Android,FALSE
BOOM Live,"Mumbai, India","IFCN certified fact-driven journalism. India's first independent online resource to fight misinformation, explain issues and keep the internet safe",3/16/2014 3:52,74367,1184,1821,TRUE,1/10/2023 4:38,,Echobox,FALSE
Regina Phelps 🇺🇦,"San Francisco, CA","Crisis Management, Exercise Design & Pandemic Planning Expert & Thought Leader, Author, Speaker, Consultant  Respect Science, Respect Nature, Respect Each Other",4/22/2007 12:21,1231,1052,4264,FALSE,1/10/2023 3:25,"['covid19', 'CDC']",LinkedIn,FALSE
The Jamaican Rabbit Strikes Back,somewhere in the Astral Plane.,The triumphal return of the Jamaican Rabbit with new Superpowers!! I can now fold space and travel without moving!,9/28/2019 2:41,7670,484,1,FALSE,1/10/2023 2:46,"['COVID19', 'coronavirus', 'CoronavirusOutbreak']",Twitter for Android,FALSE
T. Ryan Gregory,"Ontario, Canada","Professor of evolutionary biology. I, for one, do not welcome our new viral overlords. He/him.",6/3/2010 0:32,73978,4062,31665,FALSE,1/10/2023 1:49,,Twitter for Android,FALSE
Renton Patch,"Renton, WA","Local news, alerts, events and more. We’re your source for all things Renton. Contact the editor at @Neal_McNamara or neal.mcnamara@patch.com.",10/21/2010 13:54,2420,673,13,FALSE,1/10/2023 1:37,,SocialFlow,FALSE
Bellevue Patch,"Bellevue, WA","Local news, alerts, events and more. We’re your source for all things Bellevue.",7/9/2010 22:16,2073,681,38,FALSE,1/10/2023 1:37,,SocialFlow,FALSE
Local 12/WKRC-TV,"Cincinnati, OH",Local 12 is #Cincinnati's trusted source for breaking news & complete coverage from the Weather Authority! Add us on Snapchat: Local12,9/2/2008 20:09,215815,669,14774,TRUE,1/10/2023 0:38,,TweetDeck,FALSE
Andrew Vaccaro 🇦🇺🇮🇹🇻🇦🏴󠁧󠁢󠁳󠁣󠁴󠁿,"Melbourne, Victoria, Australia",Ad Maiorem Dei Gloriam.,1/14/2020 22:53,435,716,67181,FALSE,1/9/2023 23:52,['BREAKING'],Twitter for iPad,FALSE
Citizen Hartigan,Planet Earth,"Progressive Dem, Constitution champion, anti-fascism, strategic leader, imaginaut, writer, brand leader, LGBTer, proud Dad and 🇺🇸- save Social Security",6/8/2012 22:57,1060,3250,81271,FALSE,1/9/2023 22:56,,Twitter for iPhone,FALSE
William,"Auckland, New Zealand",Portuguese Indian,2/7/2013 4:08,10,128,940,FALSE,1/9/2023 22:37,,Twitter for iPhone,FALSE
InfectiousDiseaseSE,"New York, NY",Infectious Disease Special Edition (IDSE) offers news and reviews about all types of infections at https://t.co/y607OVrLtO.,4/7/2011 15:18,1301,1357,1493,FALSE,1/9/2023 22:16,['Evusheld'],Hootsuite Inc.,FALSE
Laurie Few,Toronto,"Executive Producer, Digital at TVO. News nerd. Documentary junkie. Obsessive knitter.",4/15/2011 4:19,1528,1153,3043,TRUE,1/9/2023 22:04,,Twitter Web App,FALSE
bioethics.com,,Your global information source on bioethics news and issues,9/9/2009 20:44,5987,23,0,FALSE,1/9/2023 21:31,['bioethics'],Bioethics.com,FALSE
Public Health Communications,"Washington, DC","Public Health Communications Collaborative, founded in 2020 by @CDCFound @deBeaumontFndtn @healthyamerica1. Messaging & resources for PH professionals.",3/8/2021 2:30,1466,325,367,FALSE,1/9/2023 21:07,,Twitter Web App,FALSE
Sofia Rita Belmonte,Canberra,(CCCD) - (CBL-C-B12) Patient HRS Pioneer of Proven Combined Cobalamin C (MMA with HCU) Metabolic IEM Genetic  Defect. E Activist.,12/11/2015 23:31,613,3814,21116,FALSE,1/9/2023 20:39,,Twitter Web App,FALSE
Queen City News,Charlotte & surrounding areas,Carolinas' Own Queen City News is your home for the most local news in the Carolinas 👑 | @QCNWeather | @QCNTraffic | @CSLonQCN,1/6/2009 19:15,45256,1462,10004,TRUE,1/9/2023 20:00,,TweetDeck,FALSE
Big Red Ruckus,,"Follower, and occasional participant, of many things at Cornell University",4/15/2018 14:14,1856,1708,76122,FALSE,1/9/2023 19:45,,Twitter Web App,FALSE
"Celeste Kenney, NCC, MS","Georgia, USA","☆ @Celestial_Bean@newsie.social ☆ I support facts, research & science Pro-Mitigation strategies for SARS-CoV-2 • Progressive Christian • Democrat 💙 •",6/28/2011 4:34,1537,5007,48616,FALSE,1/9/2023 19:18,,Twitter for Android,FALSE
"Freddy Pizart, BSN, RN","Miami, Florida","Make life a little bit more cheerful is my main goal. I love to laugh, make people happy, and share interesting articles about health.",6/21/2011 22:34,261,242,1,FALSE,1/9/2023 19:07,,IFTTT,FALSE
Medscape,New York,"Medscape provides breaking medical news and expert perspectives, drug and disease information, and free CME across 30+ medical specialties.",10/21/2008 19:26,249751,37788,2442,TRUE,1/9/2023 18:17,['CovidIsntOver'],Sprinklr Publisher,FALSE
Andy Vermaut,"Diksmuide, België","Linked to WCPDCD,  
RT is not endorsement 
ActNow for Climate 
People Forests 
Fundamental rights Postversa
Whatsapp +32499357495 
denktankcarmenta@gmail.com",4/17/2011 16:39,31420,34230,1915,FALSE,1/9/2023 18:10,,dlvr.it,FALSE
Andy Vermaut,"Diksmuide, België","Linked to WCPDCD,  
RT is not endorsement 
ActNow for Climate 
People Forests 
Fundamental rights Postversa
Whatsapp +32499357495 
denktankcarmenta@gmail.com",4/17/2011 16:39,31420,34230,1915,FALSE,1/9/2023 18:01,,dlvr.it,FALSE
Unity Health Toronto,"Toronto, Canada","The official account for Unity Health Toronto, comprised of Providence Healthcare, St. Joseph's Health Centre and St. Michael’s Hospital. #BestCareExperiences",1/4/2011 20:12,32977,1156,4006,TRUE,1/9/2023 18:00,,Hootsuite Inc.,FALSE
NH Public Radio,"New Hampshire, USA",News from New Hampshire and NPR | Visit https://t.co/RPXvdHTcHs | Subscribe to our newsletters: https://t.co/Z3ddLmiFAC | Become a member: https://t.co/8QKy55eLR4,11/27/2007 7:05,45984,2035,3540,TRUE,1/9/2023 17:28,,Twitter Web App,FALSE
The Irish Times,Ireland,"Diverse opinion, thorough reporting and outstanding writing from https://t.co/kyuHbbMIzH, plus RTs of our journalists. Customer service team is @IrishTimesHelp.",6/11/2008 13:54,716483,160,62,TRUE,1/9/2023 17:28,,dlvr.it,FALSE
Phumlani M. Majozi,"Johannesburg, South Africa","South Africa analyst & macroeconomic advisor, writer, speaker, senior fellow at @AfricanLiberty. Non-executive director. Bookings: info@phumlanimajozi.com",6/28/2011 9:40,59520,432,10349,FALSE,1/9/2023 16:56,,Twitter for iPhone,FALSE
Neoskeptics,,"The Neoskeptics blog discusses public policy based on data available to the general public. Blog and associated Twitter accounts managed by Roy L. Beasley, PhD",4/23/2020 6:03,45,0,23,FALSE,1/9/2023 16:30,['COVID'],Hootsuite Inc.,FALSE
KIMA Action News,"Yakima, WA","The only Yakima-focused local news weekdays on KIMA Action News at 5p, 6p & 11p. Taking Action for You. If you have a story email: tips@kimatv.com",3/26/2009 18:58,14430,1129,2118,TRUE,1/9/2023 16:30,,Twitter Web App,FALSE
Star919News,,The news that you need to know.,10/20/2021 10:56,144,147,16,FALSE,1/9/2023 15:54,,Twitter Web App,FALSE
Kara Aaserud,,Writer | Editor | Digital content. Award-winning magazine journalist. Passionate about storytelling. Currently @McMasterU. Formerly @MIRAMcMaster @CB_PROFIT,2/17/2010 15:02,485,1051,664,FALSE,1/9/2023 15:22,,Twitter Web App,FALSE
Tampa Bay Times,"St. Petersburg, Florida",Florida's largest newspaper with 14 Pulitzer Prizes. Have story ideas or tips? DM us. Support our local journalism: https://t.co/9cTNKzUWzN,4/4/2008 17:14,319415,5489,11501,TRUE,1/9/2023 15:18,,SocialFlow,FALSE
Amesh Adalja,"Pittsburgh, Baltimore, NYC","Infectious disease MD (also CCM & EM) focused on pandemics, emerging infections, biosecurity, biotech https://t.co/0U7G1vKrK6",12/16/2010 20:41,39579,2143,5027,TRUE,1/9/2023 15:14,,Twitter for iPad,FALSE
Evil B,,"law & order/ konservativ/ unbeugsam, hier schreibt ein alter weißer Hund. Die Freiheit ist in größter Gefahr ! #HeinerUltras  🇩🇪🇮🇱",9/6/2020 19:56,5540,5558,329995,FALSE,1/9/2023 14:55,,Twitter for Android,FALSE
The Week,"New York, NY",All you need to know about everything that matters.,9/24/2008 19:33,129130,1456,3096,TRUE,1/9/2023 14:30,,SocialFlow,FALSE
Big Red Ruckus,,"Follower, and occasional participant, of many things at Cornell University",4/15/2018 14:14,1856,1708,76122,FALSE,1/9/2023 13:55,['Covid19'],Hootsuite Inc.,FALSE
Yours *TrulyJuly*,Cape Town,I do everything content: https://t.co/m241QumawV. :-) I'm a #ContentCoach for #ContentMarketing #Best #Practices. I #tweet #varied #quality #content.,3/8/2009 21:21,904,3428,494,FALSE,1/9/2023 13:42,['CoronavirusPandemic'],Tumblr,FALSE
Yours *TrulyJuly*,Cape Town,I do everything content: https://t.co/m241QumawV. :-) I'm a #ContentCoach for #ContentMarketing #Best #Practices. I #tweet #varied #quality #content.,3/8/2009 21:21,904,3428,494,FALSE,1/9/2023 13:41,['PreparedNotScared'],Jetpack.com,FALSE
China Xinhua News,"Headquartered in Beijing, PRC","We are public media for the public good. We don't pursue corporate interests, nor will we yield to the pressure of ideological stigmatization and political bias",2/9/2012 1:10,12111234,76,123,TRUE,1/9/2023 13:15,,China Xinhua News,FALSE
People's Daily app,"北京, 中华人民共和国",Our mission is to provide news and perspectives on China to a global audience. Download the People's Daily app for news on China.,2/4/2018 12:36,3746,186,768,TRUE,1/9/2023 13:10,['US'],Twitter Web App,FALSE
🐋🍁🌾🌻🍂Cheryl 🎋🌿🌾🪷,"Nova Scotia, Canada",#IndigenousLivesMatter #NovaScotiaAdventures #ArmyBrat #ClimateChange #TheResistance🏳️‍🌈 #WildlifeSupport #LGBTQSupporter #NoLists #BLM 2nd acct @Scotia_Caper,12/27/2013 4:40,28461,18021,640116,FALSE,1/9/2023 12:50,,Twitter Web App,FALSE
Jane Brown,"Toronto, ON",Assoc. News Director @zoomerradio @classical963fm / The Morning Zoom wi Sam & Jane / @BladderCancerCA Advocate #InMemoryOfMom / instagram: jbbonthemic,2/28/2013 16:39,3080,1713,9639,FALSE,1/9/2023 12:44,,Twitter Web App,FALSE
Allan Grill,Canada,"Chief, Dept. of Fam Med @MSHospital; Lead MD @ Markham FHT; MD Advisor @FamPhysCan; Associate Prof @UofTFamilyMed; @afhto Board member; Tweets R my own",4/16/2012 13:51,2432,478,9806,FALSE,1/9/2023 12:40,,Twitter for iPhone,FALSE
New Scientist,Worldwide,The best place to find out what’s new in science – and why it matters.,1/28/2009 16:05,4297613,291,17285,TRUE,1/9/2023 11:52,,Echobox,FALSE
NEPABUZZ,NEPA,"The Official Source for NEPA. What's the BUZZ, in Northeast PA. The  http://t.co/aVataAMPOg #NEPA",9/28/2011 3:21,4349,903,47,FALSE,1/9/2023 11:08,,IFTTT,FALSE
Eyewitness News,Northeast PA,"Eyewitness News WBRE/WYOU. Northeastern & Central Pennsylvania's News Leader. ReTweets are not endorsements.
Eyewitness to news? Email: newsdesk@pahomepage.com",7/9/2009 15:01,58203,523,1287,TRUE,1/9/2023 10:30,,SocialFlow,FALSE
__peroon3__,,,4/24/2017 23:35,17,58,16,FALSE,1/9/2023 10:11,,IFTTT,FALSE
DC News Now,"Washington, Maryland, Virginia","Your source for news, weather, traffic, and sports in DC, Maryland, Virginia, and a portion of West Virginia. #DCNewsNow is part of @NXSTMediaGroup.",8/14/2008 1:21,26620,351,5349,TRUE,1/9/2023 10:00,,SocialFlow,FALSE
Youthopia.SG,Singapore,"A digital city for youth. 

Got a story idea? Drop us an email: editorial@youthopia.sg",1/27/2008 9:40,18743,14,4,FALSE,1/9/2023 9:43,,Twitter Web App,FALSE
Steven Damron,"Barcelona, Spain",Scouting technology and the arts.,7/12/2007 2:00,513,841,366,FALSE,1/9/2023 9:32,,Twitter Web App,FALSE
News 4 Buffalo,"Buffalo, NY","WIVB-TV is Buffalo's first television station and Your Local News Leader.
📧 newsroom@wivb.com
📞 (716) 876-7333
🗣️ DMs are open for news tips",7/21/2008 20:32,198095,513,4695,TRUE,1/9/2023 9:30,,SocialFlow,FALSE
abc27 News,"Harrisburg, PA",Your Local News Source in Central Pennsylvania,6/17/2008 12:36,111234,951,2753,TRUE,1/9/2023 9:26,,SocialFlow,FALSE
Daniel Su,,,3/25/2010 8:03,162,2486,36642,FALSE,1/9/2023 9:11,,Twitter for iPhone,FALSE
"Dr. Rajesh Jain, MD","Kanpur, India","diabetesasia is the advocate for the people currently living with #diabetes & NCDs Risk, and Global Diabetes Walk campaign reminds us to #Prevent #diabetes #NCD",4/22/2019 9:13,1665,1944,85434,FALSE,1/9/2023 8:42,['XBB15'],Twitter Web App,FALSE
Asia News Network,,An alliance of 23 major media titles in Asia; We know Asia better.,2/5/2010 4:34,19977,83,48,FALSE,1/9/2023 8:04,,Blog2Social APP,FALSE
Vikram Jha (维克),"New York, USA",We are starting clinicaltrials of our rapid #Covid19 screening platform in China & US. 我们正在中国和美国启动针对#Covid-19 快速筛查平台的声音生物标志物的临床试验 invinciblejha@med-mastodon.com,9/11/2009 13:20,2004,5001,16441,FALSE,1/9/2023 6:10,,Twitter for Android,FALSE
Daryl Franklin,"Dallas, TX",Help the American People and empower the American Business Owners. Millions of Job Opening here: https://t.co/n5C9GWJziW,2/13/2010 2:40,7801,2377,1490,FALSE,1/9/2023 5:34,,CG 2.0,FALSE
Betty C. Jung,United States,"Betty C. Jung MPH RN MCHES® Adjunct lecturer, Public Health; PHENOM Director; Webmaster #PublicHealth #Health #Science #Technology #Culture #COVID19",3/1/2010 19:12,1095,202,2931,FALSE,1/9/2023 4:50,,Twitter Web App,FALSE
SportsSpeedy,United States,"https://t.co/G52co0um6K is the website where you will find latest sports news related to cricket, tennis, FIFA, badminton and much more. So keep in touch with us!",11/13/2022 8:02,17,9,7,FALSE,1/9/2023 3:57,,Jetpack.com,FALSE
NowMyNews,,Latest news from around the world https://t.co/oeVeAB1Adt,2/21/2013 1:59,538,97,787,FALSE,1/9/2023 3:53,,Nowmy Tweets,FALSE
Alhambra Unified,"Alhambra, CA","Academic Excellence is Relationship-Driven: Whole Student Equity 4 a Multicultural TK-12 Community of 15,557 Students - FB + IG @alhambrausd #alhambrausd",12/11/2015 3:26,2027,4238,65467,FALSE,1/9/2023 3:49,,Twitter for iPhone,FALSE
Jindriska Henrietta Lehrerová,"Auckland Central, Auckland",,11/28/2014 22:13,52,244,2132,FALSE,1/9/2023 3:48,,Twitter for iPhone,FALSE
Tian_A1,Everywhere,Journalist observer specialized in analysis of international web media - Veritas vos liberabit,1/23/2016 13:06,1791,877,18050,FALSE,1/9/2023 3:47,['India'],Tiana1,FALSE
WNCT,"Greenville, NC","9 On Your Side is ENC’s source for local news, Storm Team 9 weather, politics, ECU & local sports, social media and more.",7/29/2009 19:32,18889,464,1353,TRUE,1/9/2023 3:30,,SocialFlow,FALSE
pdjmoo,USA and Global,"🌿 ONE PLANET, ONE HUMANITY, ONE #ENVIRONMENT 🌿    Without Nature We Do Not Exist 🌿 Her Health, IS Our Health 🌿 #Climate #Biodiversity #Ecosystems #Nature",3/9/2009 19:21,5519,4268,65175,FALSE,1/9/2023 2:54,"['COVID19', 'Australia', 'XBB']",Twitter for iPhone,FALSE
Matt Willemsen,"Oami, Chiba, Japan","Geologist from Wisconsin teaching English in Japan. Fascinated with how the Earth is being changed, and trying to help it however I can. 
🦣@Nonog@fedibird.com",3/8/2009 3:59,2391,4405,53875,FALSE,1/9/2023 2:51,,Twitter Web App,FALSE
Suzanne Norman,"Vancouver, BC",Mom. Publishing enthusiast. University lecturer (SFU). Reader. Habs fiend. Still learning everyday.,4/16/2008 4:32,631,707,22991,FALSE,1/9/2023 1:30,"['CovidIsntOver', 'covidnames']",Twitter for iPhone,FALSE
betsy ladyzhets 📊,"brooklyn, ny / lenape land",your local angry COVID-19 data journalist | she/her/🏳️‍🌈 | running @c19datadispatch & investigating @MuckRock & freelancing | @betsyladyzhets@journa.host,3/25/2011 1:16,3143,1020,74632,TRUE,1/9/2023 0:46,,Twitter Web App,FALSE
News 4 Buffalo,"Buffalo, NY","WIVB-TV is Buffalo's first television station and Your Local News Leader.
📧 newsroom@wivb.com
📞 (716) 876-7333
🗣️ DMs are open for news tips",7/21/2008 20:32,198095,513,4695,TRUE,1/9/2023 0:30,,SocialFlow,FALSE
WREG News Channel 3,"Memphis, TN","#Memphis and Mid-South breaking news, weather, and sports from the region's #1 television station.",6/2/2008 2:17,186248,904,5206,TRUE,1/9/2023 0:15,,TweetDeck,FALSE
680 CJOB,"Winnipeg, Manitoba",Winnipeg's news and information leader. Listen online https://t.co/92cmpQoBZS. Got a news tip? Email cjobnews@cjob.com,4/14/2009 20:42,50112,174,1167,TRUE,1/9/2023 0:15,,SocialFlow,FALSE
Global Winnipeg,"Winnipeg, Manitoba, Canada",Winnipeg's #1 source for breaking news and all you need to know. Questions? Email winnipeg@globalnews.ca.,7/29/2009 20:33,65426,755,1335,TRUE,1/9/2023 0:14,,SocialFlow,FALSE
KAMR Local 4 News,"Amarillo, TX",Your Local News Leader. We are proud to be the first TV station in Amarillo. We tell the stories of the High Plains. #MyAmarillo,3/20/2009 16:37,16605,2146,999,TRUE,1/8/2023 23:00,,SocialFlow,FALSE
WLNS Newsroom,"Lansing, Michigan",The official Twitter account of Channel 6. #HereForYou,2/12/2009 16:00,39283,821,1447,TRUE,1/8/2023 22:00,,SocialFlow,FALSE
WETM-TV,"Elmira, NY","Your Local News Leader in the Twin Tiers. Watch us weekdays on WETM at 5am, noon, 5pm, 5:30pm, 6pm, 10pm (on WETM-2) & 11pm; weekends on WETM at 6pm & 11pm.",2/2/2009 20:04,9129,336,4374,TRUE,1/8/2023 21:12,,SocialFlow,FALSE
ABC4 News,Utah,"ABC4 News and https://t.co/GqycyVeFdf | The latest news, weather, programming information, and special offers from your local station KTVX.",8/7/2008 23:03,74639,4183,1831,TRUE,1/8/2023 20:45,,SocialFlow,FALSE
Laura Miers,"New York, USA","Pro-Kindness/Compassion/Love. Wealth inequality will destroy us. Ex-Texan, Global citizen. Law, Medicine, Sustainability, Languages. LongCovid since 2020",7/24/2010 11:55,46510,12176,299502,FALSE,1/8/2023 20:06,,Twitter for iPhone,FALSE
Neo,,"Hope, it is the quintessential human delusion, simultaneously the source of your greatest strength, and your greatest weakness.",11/10/2022 22:50,20,77,872,FALSE,1/8/2023 19:26,,Twitter for Android,FALSE
KRCG 13,"Columbia/Jefferson City, MO",Mid-Missouri's News Leader. #LiveonKRCG13,2/12/2009 19:46,36581,518,882,TRUE,1/8/2023 19:20,,TweetDeck,FALSE
Isis - #RESIST,Mid_Atlantic,"Support everyone, defend your rights, protect the innocent, share with all, remain happy. That will save the nation & us. Views are my own. #BlueWave #BlueCrew",8/29/2011 15:12,2615,2823,17204,FALSE,1/8/2023 19:03,,Twitter Web App,FALSE
Freedom Fighter,,,3/26/2009 3:50,3,28,594,FALSE,1/8/2023 18:30,,Twitter for iPhone,FALSE
U.S. News & World Report,"Washington, D.C.","Life’s decisions made here since 1933. Breaking news and analysis, consumer advice and the original rankings guide.",6/4/2007 19:19,171602,704,606,TRUE,1/8/2023 18:02,,Naytev,FALSE
Marcelasaeblima.,Somewhere ,derm and dermpath: freedom seeker. opinions my own.,8/15/2010 1:31,51490,2269,321181,FALSE,1/8/2023 17:23,,Twitter for iPhone,FALSE
Neoskeptics,,"The Neoskeptics blog discusses public policy based on data available to the general public. Blog and associated Twitter accounts managed by Roy L. Beasley, PhD",4/23/2020 6:03,45,0,23,FALSE,1/8/2023 17:00,['COVID'],Hootsuite Inc.,FALSE
Microbes.info,Earth,"Tweeting and RT-ing microbiology news, articles and comments relevant to aspects on bacteria, fungi, viruses and other microbes / microorganisms. Microbes are 💪",4/12/2019 20:42,1503,516,15765,FALSE,1/8/2023 16:00,"['COVID', 'coronavirus', 'omicron', 'COVID19', 'infections', 'disease']",Buffer,FALSE
joel bowden,,,12/27/2022 23:04,5,63,488,FALSE,1/8/2023 15:29,,Twitter Web App,FALSE
Rose PArsons,TEXAS,You can only turn the other cheek so many times...before you start spitting out teeth! R.P.💙💙,6/10/2019 23:56,3463,4891,32263,FALSE,1/8/2023 14:19,,Twitter for Android,FALSE
